elapsed_s,chamber_f,meat_f,ssr
1868,206.6000061,204.8999939,1
1868,206.6000061,204.8999939,1
1868,202.5500031,197.6999969,1
1868,202.5500031,197.6999969,1
1868,202.1000061,198.1499939,1
1871,202.1000061,195.4499969,1
1872,202.1000061,196.8000031,1
1878,202.1000061,196.8000031,1
1878,202.1000061,198.1499939,1
1879,202.1000061,196.8000031,1
1887,202.1000061,199.9499969,1
1933,202.1000061,199.9499969,0
1935,202.1000061,199.9499969,1
1936,202.1000061,199.9499969,1
1940,202.1000061,199.9499969,1
1940,202.1000061,199.9499969,1
1942,202.1000061,199.9499969,1
1944,202.1000061,199.9499969,1
1946,202.1000061,199.9499969,1
1948,202.1000061,199.9499969,1
1950,202.1000061,199.9499969,1
1952,202.1000061,199.9499969,1
1954,202.1000061,199.9499969,1
1956,202.1000061,199.9499969,1
1958,202.1000061,199.9499969,1
1960,202.1000061,199.9499969,1
1962,202.1000061,199.9499969,1
1964,202.1000061,199.9499969,1
1966,202.1000061,199.9499969,1
1968,202.1000061,199.9499969,1
1970,202.1000061,199.9499969,1
1972,202.1000061,199.9499969,1
1974,202.1000061,199.9499969,1
1982,202.1000061,199.9499969,1
1982,202.1000061,199.9499969,1
1982,202.1000061,199.9499969,1
1982,202.1000061,199.9499969,1
1984,202.1000061,199.9499969,1
1986,202.1000061,199.9499969,1
1988,202.1000061,199.9499969,1
1990,202.1000061,199.9499969,1
1992,202.1000061,199.9499969,1
2000,202.1000061,199.9499969,1
2000,202.1000061,199.9499969,1
2000,202.1000061,199.9499969,1
2000,202.1000061,199.9499969,1
2002,202.1000061,199.9499969,1
2004,202.1000061,199.9499969,1
2006,202.1000061,199.9499969,1
2008,202.1000061,199.9499969,1
2010,202.1000061,199.9499969,1
2012,202.1000061,199.9499969,1
2014,202.1000061,210.75,1
2016,210.6499939,210.3000031,1
2018,210.1999969,210.75,1
2020,210.1999969,209.8500061,1
2022,210.1999969,210.75,1
2024,210.6499939,210.75,1
2026,210.6499939,210.75,1
2028,211.1000061,210.75,1
2030,211.1000061,210.75,1
2032,211.1000061,210.75,1
2034,211.1000061,210.75,1
